,写字楼名称,所在市区,租金,竣工时间,纬度,经度,geometry
1129,阿里巴巴新外贸中心大厦,上海市闵行区,2-2.5元/m2/天,2020年,31.085567,121.517619,POINT (121.517619 31.085567)
1130,莲花大厦,上海市徐汇区,3.3-4.8元/m2/天,2004年9月,31.161212,121.395055,POINT (121.395055 31.161212)
1131,悦达集团科创中心,上海市闸北区,3.5-4.35元/m2/天,,31.300668,121.456768,POINT (121.456768 31.300668)
1132,外贸锦程大厦,上海市闸北区,3.8-4.5元/m2/天,,31.245734,121.451923,POINT (121.451923 31.245734)
1133,同和凤凰园（国企楼盘）,上海市杨浦区,2.8-4元/m2/天,,31.274527,121.514766,POINT (121.514766 31.274527)
1134,WE国际文化创意中心(东湖),上海市徐汇区,12.8元/m2/天,,31.216165,121.455261,POINT (121.455261 31.216165)
1135,久强大厦,上海市长宁区,4-7.5元/m2/天,2011年11月,31.212571,121.39443,POINT (121.39443 31.212571)
1136,八元桥创新创业园-康桥,上海市浦东区,2.7-3元/m2/天,,31.134777,121.593636,POINT (121.593636 31.134777)
1137,海上新东坊创意园（国企楼盘）,上海市杨浦区,2.9-4.5元/m2/天,2009年,31.267122,121.532085,POINT (121.532085 31.267122)
1138,嘉加德必易园,上海市嘉定区,1.7-4.5元/m2/天,,31.381097,121.239084,POINT (121.239084 31.381097)
1139,上企置业广场,上海市徐汇区,3.3-4.2元/m2/天,2012年3月,31.159027,121.403127,POINT (121.403127 31.159027)
1140,源创创意园,上海市静安区,7.5-8.2元/m2/天,2010年,31.232428,121.452403,POINT (121.452403 31.232428)
1141,创邑SPACE·安西路,上海市长宁区,6-10元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1142,新银洲国际商务大厦（国企楼盘）,上海市闵行区,2.9-3.1元/m2/天,,31.184337,121.37576,POINT (121.37576 31.184337)
1143,千羽创意园（国企楼盘）,上海市黄浦区,4.5元/m2/天,2007年1月,31.207385,121.480812,POINT (121.480812 31.207385)
1144,西虹桥同联创新产业园,上海市青浦区,2.2-5.5元/m2/天,,31.198084,121.270474,POINT (121.270474 31.198084)
1145,保周自贸中心,上海市浦东区,2-3.5元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1146,荟云创谷,上海市浦东区,2.5-3.3元/m2/天,2017年,31.228572,121.688187,POINT (121.688187 31.228572)
1147,信息大厦,上海市浦东区,4.8-6.5元/m2/天,2001年,31.223917,121.551745,POINT (121.551745 31.223917)
1148,兴城商务广场,上海市闵行区,2.8-4.5元/m2/天,2012年6月,31.118537,121.373886,POINT (121.373886 31.118537)
1149,海外人才创业大厦,上海市杨浦区,4.2-4.5元/m2/天,2010年,31.303027,121.509291,POINT (121.509291 31.303027)
1150,富庆国定大厦,上海市杨浦区,2.87-3.9元/m2/天,2007年,31.293915,121.514226,POINT (121.514226 31.293915)
1151,盛大天地盛贸中心,上海市浦东区,2.7-3.5元/m2/天,1996年,31.313426,121.605546,POINT (121.605546 31.313426)
1152,亿达外高桥商务园,上海市浦东区,1.5-2.4元/m2/天,2008年,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1153,优房商务中心（安亭）,上海市嘉定区,2.1-2.76元/m2/天,2010年,31.289542,121.164387,POINT (121.164387 31.289542)
1154,凯利大厦,上海市徐汇区,4.65-5.8元/m2/天,2003年12月,31.199419,121.427355,POINT (121.427355 31.199419)
1155,碧桂园中心(租售中),上海市杨浦区,5.5-6元/m2/天,2017年9月,31.265613,121.534564,POINT (121.534564 31.265613)
1156,鼎力创意园,上海市徐汇区,3.5-4.5元/m2/天,2017年,31.181252,121.430205,POINT (121.430205 31.181252)
1157,e通世界虹桥园(西区),上海市青浦区,1.9-5.6元/m2/天,,31.195894,121.266173,POINT (121.266173 31.195894)
1158,耀光OFFICE虹桥中心,上海市闵行区,3.5-7元/m2/天,2004年,31.167393,121.389546,POINT (121.389546 31.167393)
1159,宝地创新中心,上海市宝山区,2.2-2.6元/m2/天,,31.384806,121.485857,POINT (121.485857 31.384806)
1160,颛桥元谷文创园,上海市闵行区,1.5-3.5元/m2/天,2010年,31.067241,121.386065,POINT (121.386065 31.067241)
1161,虹桥成信中心,上海市闵行区,2.8-6元/m2/天,2020年,31.21256,121.278479,POINT (121.278479 31.21256)
1162,复旦软件园智慧新天地,上海市杨浦区,3.6-4.3元/m2/天,2014年,31.275564,121.544019,POINT (121.544019 31.275564)
1163,紫竹数字创意港（国企参股楼盘）,上海市闵行区,2.3-5.1元/m2/天,2016年,31.020389,121.464007,POINT (121.464007 31.020389)
1164,丽琴大厦,上海市闵行区,1.7-2.35元/m2/天,2008年,31.061894,121.420221,POINT (121.420221 31.061894)
1165,科技京城西楼,上海市黄浦区,3.71-4.5元/m2/天,1998年11月,31.23814,121.477694,POINT (121.477694 31.23814)
1166,世和中心（租售中）,上海市浦东区,2.8-5.48元/m2/天,,31.211729,121.626989,POINT (121.626989 31.211729)
1167,景鸿大厦,上海市徐汇区,4.4-8元/m2/天,2000年1月,31.181777,121.426045,POINT (121.426045 31.181777)
1168,景源时尚产业园,上海市普陀区,3.8元/m2/天,,31.239029,121.432285,POINT (121.432285 31.239029)
1169,福兴大厦,上海市浦东区,4.1-6元/m2/天,1996年8月,31.227976,121.519996,POINT (121.519996 31.227976)
1170,武夷坊文化创意园,上海市长宁区,3-7.88元/m2/天,,31.212785,121.424058,POINT (121.424058 31.212785)
1171,北外滩航运中心,上海市虹口区,5.5-6.2元/m2/天,,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1172,唐空间（久事大桥公寓）,上海市浦东区,2.3-3元/m2/天,,31.206813,121.516976,POINT (121.516976 31.206813)
1173,淮海金融大厦,上海市黄浦区,5.6-7.97元/m2/天,1994年1月,31.223914,121.47691,POINT (121.47691 31.223914)
1174,浦东丰华园,上海市浦东区,3.5-6元/m2/天,,31.188196,121.511263,POINT (121.511263 31.188196)
1175,三迪中心,上海市松江区,2.9-3.6元/m2/天,2019年,31.054832,121.249787,POINT (121.249787 31.054832)
1176,三迪曼哈顿,上海市松江区,2.7-5元/m2/天,2019年,31.055941,121.247223,POINT (121.247223 31.055941)
1177,中航材大厦,上海市浦东区,1.8-2.9元/m2/天,,31.335034,121.597694,POINT (121.597694 31.335034)
1178,歆翱国际商务园,上海市嘉定区,1.1-2.6元/m2/天,2016年新改造,31.23173,121.302346,POINT (121.302346 31.23173)
1179,嘉誉国际广场,上海市杨浦区,3.8-5.8元/m2/天,2014年,31.329448,121.508979,POINT (121.508979 31.329448)
1180,金市达商务中心,上海市浦东区,2.6-2.8元/m2/天,2011年3月,31.152096,121.564849,POINT (121.564849 31.152096)
1181,东方希望大厦,上海市浦东区,6-8.8元/m2/天,1997年,31.223142,121.538146,POINT (121.538146 31.223142)
1182,企业广场(嘉里不夜城二期),上海市闸北区,5-7.3元/m2/天,2008年,31.243563,121.45769,POINT (121.45769 31.243563)
1183,畅星大厦（国企项目）,上海市浦东区,5-5.5元/m2/天,2006年,31.197296,121.583564,POINT (121.583564 31.197296)
1184,愚园108,上海市静安区,6.8-8.2元/m2/天,2014年,31.224841,121.446039,POINT (121.446039 31.224841)
1185,华强科技大厦,上海市浦东区,3.3-4元/m2/天,,31.209713,121.588579,POINT (121.588579 31.209713)
1186,铭大创意广场,上海市杨浦区,2.52-5元/m2/天,2007年9月,31.275357,121.545242,POINT (121.545242 31.275357)
1187,同和国际大厦（国企楼盘）,上海市杨浦区,3.8-5.2元/m2/天,,31.307587,121.508925,POINT (121.508925 31.307587)
1188,新闵万科中心,上海市闵行区,4-4.9元/m2/天,2021年12月底,31.113562,121.375965,POINT (121.375965 31.113562)
1189,星晨大厦,上海市松江区,2.5-3.2元/m2/天,,31.142209,121.328366,POINT (121.328366 31.142209)
1190,神州智慧天地,上海市长宁区,4-6元/m2/天,2013年,31.217126,121.358683,POINT (121.358683 31.217126)
1191,太平人寿大厦,上海市浦东区,3.5-5.8元/m2/天,,31.224097,121.551189,POINT (121.551189 31.224097)
1192,长风788广场（纳什空间）,上海市普陀区,3.6-6.9元/m2/天,,31.231599,121.399322,POINT (121.399322 31.231599)
1193,花桥汇金大厦,上海市嘉定区,1.5-2.5元/m2/天,2017年,31.290677,121.126233,POINT (121.126233 31.290677)
1194,聚为商务中心,上海市普陀区,2.29-2.85元/m2/天,1996年,31.255697,121.401392,POINT (121.401392 31.255697)
1195,上海国际财富中心（国企楼盘）,上海市浦东区,5.2-6.2元/m2/天,2021年3月,31.245024,121.593521,POINT (121.593521 31.245024)
1196,东亚银行金融大厦,上海市浦东区,10-15元/m2/天,2008年10月,31.233356,121.502661,POINT (121.502661 31.233356)
1197,金雁坊（国企楼盘）,上海市黄浦区,6.5-6.6元/m2/天,,31.220461,121.47058,POINT (121.47058 31.220461)
1198,运通星财富广场,上海市嘉定区,2-2.5元/m2/天,,31.289895,121.325065,POINT (121.325065 31.289895)
1199,上海大学科技园二期（嘉定）,上海市嘉定区,1.2-1.9元/m2/天,,31.407167,121.220357,POINT (121.220357 31.407167)
1200,新联地带（国企楼盘）,上海市杨浦区,2.9-5元/m2/天,2019年8月,31.267422,121.53949,POINT (121.53949 31.267422)
1201,开伦?智汇园,上海市宝山区,2.2-2.6元/m2/天,2015年,31.34288,121.437853,POINT (121.437853 31.34288)
1202,东苑丽宝广场,上海市闵行区,4.5-5.3元/m2/天,2014年,31.108013,121.37756,POINT (121.37756 31.108013)
1203,宝钢大厦,上海市浦东区,6-8.2元/m2/天,2019年2月,31.221831,121.531557,POINT (121.531557 31.221831)
1204,新城大厦,上海市静安区,3.5-3.8元/m2/天,1997年,31.230413,121.45507,POINT (121.45507 31.230413)
1205,华侨城中意国际,上海市闵行区,3元/m2/天,2013年12月30日,31.106607,121.501884,POINT (121.501884 31.106607)
1206,明申商务广场,上海市徐汇区,2.5-4.2元/m2/天,2006年9月,31.162888,121.412067,POINT (121.412067 31.162888)
1207,海德堡,上海市浦东区,4-4.95元/m2/天,,31.211083,121.612421,POINT (121.612421 31.211083)
1208,企业天地二期,上海市黄浦区,11-14.5元/m2/天,2015年,31.220532,121.479507,POINT (121.479507 31.220532)
1209,创邑SPACE·浦江,上海市徐汇区,5.5元/m2/天,2017年,31.190141,121.428174,POINT (121.428174 31.190141)
1210,云海大厦(大学路),上海市杨浦区,4.2-4.5元/m2/天,2010年,31.303744,121.50921,POINT (121.50921 31.303744)
1211,鑫汉森商务中心,上海市长宁区,3.5-4.55元/m2/天,2000年9月,31.204596,121.429036,POINT (121.429036 31.204596)
1212,上海电影广场,上海市徐汇区,5.5-9.5元/m2/天,2012年6月,31.186512,121.43818,POINT (121.43818 31.186512)
1213,红点城,上海市闵行区,3.48-4.8元/m2/天,2017年年底,31.133093,121.363806,POINT (121.363806 31.133093)
1214,华生创谷,上海市宝山区,2.4-2.8元/m2/天,,31.296306,121.410845,POINT (121.410845 31.296306)
1215,虹桥路628号,上海市徐汇区,3.8元/m2/天,2003年,31.194088,121.427264,POINT (121.427264 31.194088)
1216,飞洲时代大厦,上海市普陀区,3.5-5.4元/m2/天,2008年12月,31.251126,121.434034,POINT (121.434034 31.251126)
1217,大宁中环广场（国企楼盘）,上海市闸北区,5-5.6元/m2/天,2020年10月,31.276701,121.456244,POINT (121.456244 31.276701)
1218,合新里,上海市虹口区,6.2-6.5元/m2/天,2021年新改造,31.257455,121.483122,POINT (121.483122 31.257455)
1219,财富108广场,上海市闵行区,3.5-4.8元/m2/天,2011年5月,31.133959,121.36275,POINT (121.36275 31.133959)
1220,上海证券大厦,上海市浦东区,6.5-11.5元/m2/天,,31.235291,121.511833,POINT (121.511833 31.235291)
1221,光大安石虹桥中心(国企楼盘),上海市长宁区,6.3-7.5元/m2/天,2021年9月,31.217453,121.360866,POINT (121.360866 31.217453)
1222,海泰国际大厦,上海市虹口区,3.29-6.15元/m2/天,2007年1月,31.248495,121.485842,POINT (121.485842 31.248495)
1223,中建大厦(国企楼盘VR看房),上海市浦东区,8-10.5元/m2/天,2008年,31.223453,121.533948,POINT (121.533948 31.223453)
1224,凯科国际大厦,上海市徐汇区,6-7.5元/m2/天,2009年6月,31.16756,121.398275,POINT (121.398275 31.16756)
1225,新茂大厦,上海市黄浦区,12.5-14.5元/m2/天,2005年,31.220439,121.47425,POINT (121.47425 31.220439)
1226,旺角广场,上海市黄浦区,4.25-5.2元/m2/天,2005年,31.229997,121.485496,POINT (121.485496 31.229997)
1227,合星大厦,上海市普陀区,4.5-5.3元/m2/天,2011年1月,31.222925,121.382793,POINT (121.382793 31.222925)
1228,东汇商务大厦,上海市黄浦区,4.5元/m2/天,2000年3月,31.203431,121.474494,POINT (121.474494 31.203431)
1229,玫琳凯大厦,上海市静安区,5.5-5.8元/m2/天,,31.237015,121.439476,POINT (121.439476 31.237015)
1230,青浦绿地中心,上海市青浦区,2.9-3元/m2/天,2020年,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1231,同久文创园,上海市闵行区,3.5元/m2/天,2022年,31.109598,121.36572,POINT (121.36572 31.109598)
1232,上海跨国采购中心（国企楼盘）,上海市普陀区,5-5.8元/m2/天,2007年,31.222177,121.392867,POINT (121.392867 31.222177)
1233,西虹桥青浦天睿产业园,上海市青浦区,2元/m2/天,2021年,31.156066,121.18005,POINT (121.18005 31.156066)
1234,云顶国际,上海市浦东区,3-6.2元/m2/天,,31.171314,121.514494,POINT (121.514494 31.171314)
1235,振华企业广场,上海市浦东区,4.3-5.8元/m2/天,,31.192683,121.518576,POINT (121.518576 31.192683)
1236,中展大厦,上海市闵行区,2.7-3.8元/m2/天,2015年,31.126605,121.355098,POINT (121.355098 31.126605)
1237,新城市中心广场,上海市普陀区,4.3-5元/m2/天,,31.254414,121.420152,POINT (121.420152 31.254414)
1238,上海金融谷,上海市嘉定区,1.5-2.51元/m2/天,,31.413082,121.218339,POINT (121.218339 31.413082)
1239,明浦广场,上海市闵行区,1.6元/m2/天,2015年,31.078991,121.522363,POINT (121.522363 31.078991)
1240,锦科文化产业园-康桥,上海市浦东区,2.1-3.1元/m2/天,,31.133781,121.593953,POINT (121.593953 31.133781)
1241,长风嘉庭国际广场,上海市普陀区,4-5.6元/m2/天,2016年,31.221901,121.38819,POINT (121.38819 31.221901)
1242,北外滩金茂,上海市虹口区,7元/m2/天,2022年3月,31.251942,121.506144,POINT (121.506144 31.251942)
1243,金桥天脉辰金科技园,上海市浦东区,2.3-3.7元/m2/天,,31.259407,121.624641,POINT (121.624641 31.259407)
1244,上海张江北大楼二期,上海市浦东区,4.5-5元/m2/天,,31.207955,121.627006,POINT (121.627006 31.207955)
1245,普天信息产业园（国企楼盘）,上海市徐汇区,4.4-6.5元/m2/天,2010年5月,31.174948,121.41857,POINT (121.41857 31.174948)
1246,延平大厦,上海市静安区,3.2-3.9元/m2/天,1994年,31.227819,121.441963,POINT (121.441963 31.227819)
1247,乐都大厦,上海市松江区,1.5-2.5元/m2/天,,31.012062,121.234242,POINT (121.234242 31.012062)
1248,北美广场,上海市杨浦区,4-6.5元/m2/天,,31.259045,121.513809,POINT (121.513809 31.259045)
1249,晶耀前滩,上海市浦东区,8-8.9元/m2/天,2018年,31.151867,121.478907,POINT (121.478907 31.151867)
1250,齐来大厦,上海市徐汇区,3-4.3元/m2/天,2009年8月,31.170072,121.405822,POINT (121.405822 31.170072)
1251,金茂大厦,上海市浦东区,10-16元/m2/天,,31.234235,121.506421,POINT (121.506421 31.234235)
1252,上海环球金融中心,上海市浦东区,13.5-20元/m2/天,2008年,31.232895,121.508231,POINT (121.508231 31.232895)
1253,旭辉u天地,上海市嘉定区,1.25-5.2元/m2/天,,31.30223,121.325888,POINT (121.325888 31.30223)
1254,漕河泾中心（国企楼盘）,上海市徐汇区,6.2元/m2/天,,31.160914,121.3998,POINT (121.3998 31.160914)
1255,世纪大都会（国企楼盘）,上海市浦东区,9.2-26.83元/m2/天,2016年1月,31.228892,121.528451,POINT (121.528451 31.228892)
1256,民润大厦（国企楼盘）,上海市徐汇区,4.5-5.5元/m2/天,2009年12月,31.170818,121.396913,POINT (121.396913 31.170818)
1257,中银大厦（国企楼盘）,上海市浦东区,11.5-14.5元/m2/天,2000年,31.237342,121.504017,POINT (121.504017 31.237342)
1258,陆家嘴世纪金融广场（国企楼盘）,上海市浦东区,7.2-12元/m2/天,,31.212717,121.535828,POINT (121.535828 31.212717)
1259,华鑫天地（国企楼盘）,上海市徐汇区,5-7元/m2/天,2014年3月,31.169154,121.40766,POINT (121.40766 31.169154)
1260,前滩世贸中心（国企楼盘）,上海市浦东区,6.7-8.5元/m2/天,2017年Q2,31.155528,121.482412,POINT (121.482412 31.155528)
1261,前滩中心（国企楼盘）,上海市浦东区,7.3-10.4元/m2/天,,31.150144,121.482682,POINT (121.482682 31.150144)
1262,上海邮政博物馆（国企楼盘）,上海市虹口区,7元/m2/天,1924年11月,31.243398,121.485429,POINT (121.485429 31.243398)
1263,新华保险大厦（国企楼盘）,上海市虹口区,7-8元/m2/天,2012年6月,31.247327,121.500221,POINT (121.500221 31.247327)
1264,互联宝地（国企楼盘）,上海市杨浦区,3.8-7元/m2/天,2017年,31.272166,121.52943,POINT (121.52943 31.272166)
1265,怡富商务广场,上海市杨浦区,2.5-3.7元/m2/天,2009年,31.290237,121.519353,POINT (121.519353 31.290237)
1266,明珠凯旋中心(国企楼盘）,上海市长宁区,6.5-8元/m2/天,2019年,31.197833,121.421752,POINT (121.421752 31.197833)
1267,京贸大厦,上海市浦东区,1.3-3.3元/m2/天,2011年,31.333593,121.602501,POINT (121.602501 31.333593)
1268,金岛大厦,上海市杨浦区,3-4.6元/m2/天,2001年,31.298226,121.516152,POINT (121.516152 31.298226)
1269,卢比克魔方,上海市虹口区,3.5-3.6元/m2/天,2008年9月,31.266958,121.50643,POINT (121.50643 31.266958)
1270,裕丰国际大厦,上海市长宁区,3.41-5.17元/m2/天,2004年,31.214238,121.434918,POINT (121.434918 31.214238)
1271,中信五牛城,上海市浦东区,4.9-6元/m2/天,1992年,31.241003,121.531184,POINT (121.531184 31.241003)
1272,圣天地商务楼,上海市普陀区,3.06-6.11元/m2/天,2005年1月,31.243248,121.443919,POINT (121.443919 31.243248)
1273,浦东企业中心,上海市浦东区,3.5-4.5元/m2/天,,31.244113,121.610274,POINT (121.610274 31.244113)
1274,长航大厦,上海市浦东区,4.6-6.2元/m2/天,2000年,31.22784,121.522455,POINT (121.522455 31.22784)
1275,绿地阳光园,上海市虹口区,4.2元/m2/天,2006年7月,31.272589,121.479312,POINT (121.479312 31.272589)
1276,坤阳国际商务广场,上海市徐汇区,4-5.2元/m2/天,1997年,31.198584,121.44572,POINT (121.44572 31.198584)
1277,金陵商务广场（国企楼盘）,上海市徐汇区,3-4.48元/m2/天,2008年,31.171992,121.408292,POINT (121.408292 31.171992)
1278,春申江大厦（国企楼盘）,上海市黄浦区,4.4-5.5元/m2/天,1997年12月,31.23554,121.478677,POINT (121.478677 31.23554)
1279,光启大楼（国企楼盘）,上海市徐汇区,3.5-4.2元/m2/天,2009年,31.177963,121.410046,POINT (121.410046 31.177963)
1280,张江衡创园,上海市浦东区,2.9-3.3元/m2/天,,31.191741,121.630219,POINT (121.630219 31.191741)
1281,三林明通创意园,上海市浦东区,2.36-5元/m2/天,,31.134546,121.494486,POINT (121.494486 31.134546)
1282,红墙创意园,上海市闸北区,2.8-5.2元/m2/天,,31.266607,121.459156,POINT (121.459156 31.266607)
1283,CMG国际传媒港（国企楼盘）,上海市徐汇区,6.5-7.5元/m2/天,2020年第三季度,31.159884,121.461363,POINT (121.461363 31.159884)
1284,h671（国企楼盘）,上海市闸北区,2.5-3.2元/m2/天,,31.262281,121.44826,POINT (121.44826 31.262281)
1285,增美园区（国企楼盘）,上海市闸北区,2.75-3元/m2/天,1997年,31.299512,121.447394,POINT (121.447394 31.299512)
1286,火炬莲花科创园（国企项目）,上海市浦东区,4-4.8元/m2/天,,31.182697,121.604557,POINT (121.604557 31.182697)
1287,华鑫科技园（国企楼盘）,上海市徐汇区,3.8-5.2元/m2/天,2005年,31.170338,121.410505,POINT (121.410505 31.170338)
1288,8号桥三期（国企楼盘）,上海市黄浦区,5.5-8元/m2/天,2009年,31.200579,121.483117,POINT (121.483117 31.200579)
1289,财富兴园,上海市松江区,0.8-1.5元/m2/天,,30.996977,121.30178,POINT (121.30178 30.996977)
1290,静工创意988（国企楼盘）,上海市闸北区,3.5-5.5元/m2/天,2019年改造,31.257876,121.453265,POINT (121.453265 31.257876)
1291,同和凤城巷（国企楼盘）,上海市杨浦区,3-5元/m2/天,2015年,31.272826,121.525098,POINT (121.525098 31.272826)
1292,D1国际创意空间,上海市徐汇区,3-5.5元/m2/天,2001年4月,31.17886,121.445515,POINT (121.445515 31.17886)
1293,腾骏德必易园,上海市徐汇区,3.8-6.5元/m2/天,,31.166302,121.396861,POINT (121.396861 31.166302)
1294,灿虹聚富大厦,上海市闵行区,2.7-4元/m2/天,2005年9月,31.176254,121.387568,POINT (121.387568 31.176254)
1295,必翔影像科技园（必翔商台）,上海市闵行区,2-2.4元/m2/天,2021年9月,31.069817,121.513436,POINT (121.513436 31.069817)
1296,智社688（国企楼盘）,上海市静安区,5.5元/m2/天,2017年,31.234242,121.450641,POINT (121.450641 31.234242)
1297,SDL国际青年创业社区,上海市闸北区,2.5-3.3元/m2/天,2017年,31.299742,121.444962,POINT (121.444962 31.299742)
1298,创业中心大厦,上海市徐汇区,2.8-4元/m2/天,,31.173141,121.403318,POINT (121.403318 31.173141)
1299,复旦科技创业园(杨浦科技创业中心)（国企楼盘）,上海市杨浦区,2.8-4.2元/m2/天,1997年,31.296333,121.509195,POINT (121.509195 31.296333)
1300,烨博大厦,上海市浦东区,1.6-2.2元/m2/天,2000年,31.334639,121.596357,POINT (121.596357 31.334639)
1301,飞马旅金桥鼎信园,上海市浦东区,3.3-3.8元/m2/天,2012年,31.263291,121.627552,POINT (121.627552 31.263291)
1302,园林大厦（国企楼盘）,上海市黄浦区,3.2元/m2/天,2001年1月,31.208825,121.483288,POINT (121.483288 31.208825)
1303,上计信息楼,上海市闵行区,1.6-2.35元/m2/天,2006年,31.080232,121.519958,POINT (121.519958 31.080232)
1304,华申大厦,上海市浦东区,3.9-4.5元/m2/天,1998年,31.22868,121.517338,POINT (121.517338 31.22868)
1305,ENJOY趣办·市北科勒,上海市闸北区,3.2-4元/m2/天,,31.292969,121.437419,POINT (121.437419 31.292969)
1306,红隅.迷你城,上海市青浦区,1.6-3元/m2/天,2018年,31.173952,121.181655,POINT (121.181655 31.173952)
1307,融信·上坤中心,上海市闵行区,4.5-5.8元/m2/天,2020年,31.163437,121.35549,POINT (121.35549 31.163437)
1308,7089文化创意园,上海市闵行区,2.3-3.5元/m2/天,2009年,31.138521,121.345941,POINT (121.345941 31.138521)
1309,新漕河泾国际商务中心（国企楼盘）,上海市徐汇区,5.1-6.4元/m2/天,2010年12月,31.163289,121.404471,POINT (121.404471 31.163289)
1310,上海明珠创意产业园,上海市虹口区,2.2-3元/m2/天,2009年,31.292383,121.484748,POINT (121.484748 31.292383)
1311,Enjoy趣办·白玉兰,上海市杨浦区,3.8-4.8元/m2/天,2018年12月,31.265959,121.525979,POINT (121.525979 31.265959)
1312,仓加国际商务园,上海市青浦区,2-3元/m2/天,2018年,31.193698,121.270069,POINT (121.270069 31.193698)
1313,创邑SPACE·源,上海市长宁区,5.5-6.8元/m2/天,2006年,31.211678,121.417626,POINT (121.417626 31.211678)
1314,原竹琥珀·古北,上海市长宁区,3.8-5.65元/m2/天,2021年9月1日,31.187922,121.397218,POINT (121.397218 31.187922)
1315,南浦大厦,上海市黄浦区,2.8-6元/m2/天,1997年6月,31.211275,121.504849,POINT (121.504849 31.211275)
1316,陆家嘴滨江中心（国企楼盘）,上海市浦东区,8.5-10.7元/m2/天,2020年,31.209325,121.513175,POINT (121.513175 31.209325)
1317,骏丰国际财富广场,上海市虹口区,2.5-9元/m2/天,2009年6月,31.272639,121.502571,POINT (121.502571 31.272639)
1318,爱建创业园,上海市普陀区,2.57-3.58元/m2/天,老厂房改造年份不详,31.261548,121.422323,POINT (121.422323 31.261548)
1319,东方金融园,上海市浦东区,3.5-4.6元/m2/天,2010年,31.194089,121.519504,POINT (121.519504 31.194089)
1320,98创意园（国企楼盘）,上海市静安区,5.5元/m2/天,2006年,31.228228,121.442265,POINT (121.442265 31.228228)
1321,金桥盛汇,上海市浦东区,2.5-2.8元/m2/天,2010年12月建成,31.259045,121.606501,POINT (121.606501 31.259045)
1322,天空万科中心,上海市青浦区,3.9元/m2/天,2022年3月,-0.006505,-0.006004,POINT (-0.006004 -0.006505)
1323,东银中心,上海市长宁区,8-9.5元/m2/天,2008年,31.197723,121.399623,POINT (121.399623 31.197723)
1324,慧峰商务大厦,上海市闵行区,1.9-2.8元/m2/天,2015年,31.124468,121.358016,POINT (121.358016 31.124468)
1325,上海建工大厦（国企楼盘）,上海市浦东区,3.9-4.9元/m2/天,1997年1月,31.238058,121.526028,POINT (121.526028 31.238058)
1326,天安数码城·虹控T创园（国企楼盘）,上海市虹口区,4-4.6元/m2/天,2017年,31.253073,121.514126,POINT (121.514126 31.253073)
1327,创邑·愚园,上海市静安区,8元/m2/天,,31.221677,121.438564,POINT (121.438564 31.221677)
1328,新意城,上海市徐汇区,4.5-7元/m2/天,2014年10月,31.169808,121.393244,POINT (121.393244 31.169808)
1329,Base蓝村路,上海市浦东区,5.5-6元/m2/天,2011年7月,31.211128,121.528844,POINT (121.528844 31.211128)
1330,信源张江广场,上海市浦东区,4.2元/m2/天,2007年7月,31.216298,121.600453,POINT (121.600453 31.216298)
1331,盛达商务楼,上海市静安区,4-4.4元/m2/天,2000年,31.229046,121.44159,POINT (121.44159 31.229046)
1332,宝钢商务大厦,上海市宝山区,2.3-3元/m2/天,,31.40322,121.482111,POINT (121.482111 31.40322)
1333,上海国际研发总部基地,上海市宝山区,2.5-3.6元/m2/天,2013年3月,31.315445,121.409419,POINT (121.409419 31.315445)
1334,和典创意园,上海市闸北区,3.3-3.7元/m2/天,2011年7月,31.298614,121.445826,POINT (121.445826 31.298614)
1335,福克斯连锁商务大厦,上海市闵行区,1.8-2.3元/m2/天,,31.083021,121.424018,POINT (121.424018 31.083021)
1336,旺旺大厦,上海市静安区,7.8-9元/m2/天,2007年,31.227459,121.462772,POINT (121.462772 31.227459)
1337,金领之都B区,上海市浦东区,2.25-4.2元/m2/天,,31.250006,121.626366,POINT (121.626366 31.250006)
1338,闵行中环科技园,上海市闵行区,2.5-2.9元/m2/天,2006年,31.109161,121.427315,POINT (121.427315 31.109161)
1339,保利广场,上海市浦东区,8-11.5元/m2/天,2010年,31.242455,121.518535,POINT (121.518535 31.242455)
1340,飘鹰世纪大厦,上海市虹口区,3-3.9元/m2/天,,31.268051,121.499385,POINT (121.499385 31.268051)
1341,张江海外科技创新园,上海市浦东区,3.8-4.2元/m2/天,2002年7月29日,31.205498,121.586237,POINT (121.586237 31.205498)
1342,蒙自大楼（国企楼盘）,上海市黄浦区,3.5元/m2/天,,31.203496,121.478542,POINT (121.478542 31.203496)
1343,美联大厦,上海市静安区,4.5-5.8元/m2/天,2013年,31.232206,121.434363,POINT (121.434363 31.232206)
1344,武夷路333-335号,上海市长宁区,6-12元/m2/天,,31.213418,121.424527,POINT (121.424527 31.213418)
1345,华鑫海欣大厦,上海市黄浦区,7-13元/m2/天,2000年12月,31.232025,121.47814,POINT (121.47814 31.232025)
1346,泰丰大厦(广东发展银行大厦),上海市黄浦区,5.2-17元/m2/天,2000年,31.207637,121.473265,POINT (121.473265 31.207637)
1347,众城大厦,上海市浦东区,3.41-5.6元/m2/天,1996年,31.226105,121.526609,POINT (121.526609 31.226105)
1348,陇盛大厦,上海市闵行区,2.2-2.5元/m2/天,,31.111816,121.424953,POINT (121.424953 31.111816)
